unique_values,counts
['Drug - decreases activity of - Protein - negatively regulates - ChemicalSubstance - treats - Disease'],1
"['Drug - increases activity of - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - negatively correlated with - Disease', 'Drug - increases activity of - Protein - participates in - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - decreases activity of - Protein - molecularly interacts with - ChemicalSubstance - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - negatively correlated with - BiologicalProcess - decreases activity of - ChemicalSubstance - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - CellularComponent - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - chemically similar to - Protein - increases degradation of - ChemicalSubstance - manifestation of - Disease'],1
['Drug - decreases activity of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - PhenotypicFeature - contributes to - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - affects risk for - PhenotypicFeature - contributes to - Disease']",1
['Drug - capable of - MolecularActivity - decreases activity of - Cell - participates in - BiologicalProcess - causes - Disease'],1
['Drug - capable of - MolecularActivity - decreases abundance of - ChemicalSubstance - regulates - BiologicalProcess - treats - Disease'],1
['Drug - capable of - MolecularActivity - decreases abundance of - ChemicalSubstance - causes - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - chemically similar to - Protein - participates in - BiologicalProcess - negatively correlated with - PhenotypicFeature - correlated with - Disease'],1
['Drug - decreases activity of - Protein - regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - positively regulates - GeneFamily - positively correlated with - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - PhenotypicFeature - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - affects risk for - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - positively regulates - GrossAnatomicalStructure - positively regulates - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - occurs in - Disease'],1
"['Drug - positively regulates - Protein - decreases abundance of - GeneFamily - positively correlated with - Disease', 'Drug - positively regulates - Protein - correlated with - GrossAnatomicalStructure - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
"['Drug - decreases activity of - Protein - regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - increases activity of - Protein - decreases abundance of - ChemicalSubstance - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - negatively regulates - BiologicalProcess - manifestation of - Disease'],1
['Drug - increases degradation of - ChemicalSubstance - positively correlated with - BiologicalProcess - disrupted by - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - BiologicalProcess - affected by - Disease']",1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - participates in - BiologicalProcess - decreases abundance of - ChemicalSubstance - occurs in - CellularComponent - positively correlated with - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - causes - Disease'],1
['Drug - negatively regulates - Protein - participates in - Pathway - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - increases abundance of - ChemicalSubstance - negatively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - increases activity of - GeneFamily - positively regulates - BiologicalProcess - regulates - GrossAnatomicalStructure - negatively correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - increases abundance of - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - positively regulates - BiologicalProcess - regulates - GrossAnatomicalStructure - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively correlated with - Disease']",1
"['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - negatively correlated with - Disease']",1
"['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - Disease']",1
['Drug - molecularly interacts with - Protein - positively regulates - BiologicalProcess - correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - correlated with - PhenotypicFeature - positively correlated with - Disease'],1
